column_name,go_field,enum_value,go_const,enum_group,source_struct
transaction_type,TransactionType,ADJUSTMENT,WalletTxnAdjustment,WalletTransactionType,WalletTransaction
transaction_type,TransactionType,INTERNAL_TRANSFER_IN,WalletTxnInternalTransferIn,WalletTransactionType,WalletTransaction
transaction_type,TransactionType,INTERNAL_TRANSFER_OUT,WalletTxnInternalTransferOut,WalletTransactionType,WalletTransaction
transaction_type,TransactionType,REBATE_CREDIT,WalletTxnRebateCredit,WalletTransactionType,WalletTransaction
transaction_type,TransactionType,TRANSFER_FROM_TRADING,WalletTxnTransferFromTrading,WalletTransactionType,WalletTransaction
transaction_type,TransactionType,TRANSFER_TO_TRADING,WalletTxnTransferToTrading,WalletTransactionType,WalletTransaction
transaction_type,TransactionType,WITHDRAWAL,WalletTxnWithdrawal,WalletTransactionType,WalletTransaction
